OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,PreparationStartDate,ProviderName,ActivityStartDateTime,ActivityEndDateTime,LatitudeMeasure,LongitudeMeasure
USGS-CA,USGS California Water Science Center,nwisca.01.02204027,Sample-Routine,Water,Surface Water,2022-06-01,09:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455485,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.23,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-07-01,NA,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-06-01T17:30:00Z,NA,38.07780830000000,-121.7672860000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204027,Sample-Routine,Water,Surface Water,2022-06-01,09:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455485,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.066,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-06-30,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-06-01T17:30:00Z,NA,38.07780830000000,-121.7672860000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204027,Sample-Routine,Water,Surface Water,2022-06-01,09:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455485,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,2.9,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-06-17,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2022-06-01T17:30:00Z,NA,38.07780830000000,-121.7672860000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203697,Sample-Routine,Water,Surface Water,2022-05-16,07:40:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Mulitple samplers used,NA,Chlorophyll a,NA,2.5,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-06-06,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2022-05-16T15:40:00Z,NA,38.19395556000000,-121.6580028000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204443,Sample-Routine,Water,Surface Water,2022-06-23,12:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-381142122015801,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,4.6,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-07-14,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2022-06-23T20:30:00Z,NA,38.19489444000000,-122.0328139000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204949,Sample-Routine,Water,Surface Water,2022-08-02,12:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455095,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,3.7,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-08-22,NA,Lower Reporting Limit,0.1,ug/l,2022-08-22,NWIS,2022-08-02T20:15:00Z,NA,38.47686944000000,-121.5836417000000
USGS-CA,USGS California Water Science Center,nwisca.01.02205746,Sample-Routine,Water,Surface Water,2022-09-15,16:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-10-05,NA,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-09-16T00:45:00Z,NA,38.19395556000000,-121.6580028000000
USGS-CA,USGS California Water Science Center,nwisca.01.02205746,Sample-Routine,Water,Surface Water,2022-09-15,16:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.09,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-10-04,NA,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-09-16T00:45:00Z,NA,38.19395556000000,-121.6580028000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204106,Sample-Routine,Water,Surface Water,2022-06-07,13:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.15,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-07-15,holding time exceededsee result laboratory comment,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-06-07T21:15:00Z,NA,38.19395556000000,-121.6580028000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204106,Sample-Routine,Water,Surface Water,2022-06-07,13:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.044,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-07-13,holding time exceededsee result laboratory comment,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-06-07T21:15:00Z,NA,38.19395556000000,-121.6580028000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204106,Sample-Routine,Water,Surface Water,2022-06-07,13:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,1.3,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-06-27,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2022-06-07T21:15:00Z,NA,38.19395556000000,-121.6580028000000
USGS-CA,USGS California Water Science Center,nwisca.01.02205635,Sample-Routine,Water,Surface Water,2022-09-07,13:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-09-28,NA,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-09-07T21:30:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02205635,Sample-Routine,Water,Surface Water,2022-09-07,13:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.07,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-09-29,NA,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-09-07T21:30:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02205635,Sample-Routine,Water,Surface Water,2022-09-07,13:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.053,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-09-28,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-09-07T21:30:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204222,Sample-Routine,Water,Surface Water,2022-06-14,08:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455485,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Ammonia and ammonium,Dissolved,0.03,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-07-18,holding time exceededbelow the reporting level but at or above the detection levelsee result laboratory comment,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-06-14T16:15:00Z,NA,38.07780830000000,-121.7672860000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204222,Sample-Routine,Water,Surface Water,2022-06-14,08:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455485,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.21,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-07-15,holding time exceededsee result laboratory comment,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-06-14T16:15:00Z,NA,38.07780830000000,-121.7672860000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204222,Sample-Routine,Water,Surface Water,2022-06-14,08:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455485,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.06,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-07-18,holding time exceededsee result laboratory comment,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-06-14T16:15:00Z,NA,38.07780830000000,-121.7672860000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203332,Sample-Routine,Water,Surface Water,2022-04-21,08:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455485,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Ammonia and ammonium,Dissolved,0.07,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-05-04,NA,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-04-21T16:15:00Z,NA,38.07780830000000,-121.7672860000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203332,Sample-Routine,Water,Surface Water,2022-04-21,08:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455485,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.25,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-05-25,holding time exceededsee result laboratory comment,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-04-21T16:15:00Z,NA,38.07780830000000,-121.7672860000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203332,Sample-Routine,Water,Surface Water,2022-04-21,08:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455485,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.069,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-05-04,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-04-21T16:15:00Z,NA,38.07780830000000,-121.7672860000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203332,Sample-Routine,Water,Surface Water,2022-04-21,08:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455485,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,6.5,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-05-09,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2022-04-21T16:15:00Z,NA,38.07780830000000,-121.7672860000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204225,Sample-Routine,Water,Surface Water,2022-06-14,10:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,Not Detected,Ammonia and ammonium,Dissolved,NA,NA,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-07-18,holding time exceededsee result laboratory comment,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-06-14T18:45:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204225,Sample-Routine,Water,Surface Water,2022-06-14,10:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.16,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-07-15,holding time exceededsee result laboratory comment,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-06-14T18:45:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204225,Sample-Routine,Water,Surface Water,2022-06-14,10:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.056,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-07-18,holding time exceededsee result laboratory comment,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-06-14T18:45:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204225,Sample-Routine,Water,Surface Water,2022-06-14,10:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11337190,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,1.9,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2022-07-06,NA,Lower Reporting Limit,0.1,ug/l,2022-07-06,NWIS,2022-06-14T18:45:00Z,NA,38.05214240000000,-121.6888428000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203379,Sample-Routine,Water,Surface Water,2022-04-22,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11312676,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Ammonia and ammonium,Dissolved,0.03,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,SHC02,USGS,"Ammonia, wf, DA sal/hypo (NWQL)","Analyst, 1980, v 105, p 305-316","USGS-National Water Quality Lab, Denver, CO",2022-05-05,below the reporting level but at or above the detection level,Detection limit by DQCALC,0.02,mg/l as N,NA,NWIS,2022-04-22T18:30:00Z,NA,37.94270170000000,-121.5341175000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203379,Sample-Routine,Water,Surface Water,2022-04-22,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11312676,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.45,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-05-25,holding time exceededsee result laboratory comment,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-04-22T18:30:00Z,NA,37.94270170000000,-121.5341175000000
USGS-CA,USGS California Water Science Center,nwisca.01.02203379,Sample-Routine,Water,Surface Water,2022-04-22,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11312676,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.058,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-05-05,NA,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-04-22T18:30:00Z,NA,37.94270170000000,-121.5341175000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204441,Sample-Routine,Water,Surface Water,2022-06-22,12:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455508,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Ammonia and ammonium,Dissolved,0.02,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00608,NA,NA,NA,NA,NA,PHH01,USGS,"Ammonia, seawater,f,phenol(NWQL)",NA,"USGS-National Water Quality Lab, Denver, CO",2022-07-05,NA,Estimated Detection Level,0.01,mg/l as N,NA,NWIS,2022-06-22T20:15:00Z,NA,38.04953056000000,-121.8875500000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204441,Sample-Routine,Water,Surface Water,2022-06-22,12:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455508,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.23,mg/l as N,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,00631,NA,NA,NA,NA,NA,RED02,USGS,"NO3+NO2, wf, FCC,NaR, DA, LL",USGS TMR 5-B8,"USGS-National Water Quality Lab, Denver, CO",2022-07-19,NA,Detection limit by DQCALC,0.01,mg/l as N,NA,NWIS,2022-06-22T20:15:00Z,NA,38.04953056000000,-121.8875500000000
USGS-CA,USGS California Water Science Center,nwisca.01.02204441,Sample-Routine,Water,Surface Water,2022-06-22,12:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455508,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Orthophosphate,Dissolved,0.079,mg/l as P,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,00671,NA,NA,NA,NA,NA,PHM01,USGS,"Ortho-PO4, wf, DA phos/mol(NWQL)","Anal Chim Acta, 1962, v 27, p 31-36","USGS-National Water Quality Lab, Denver, CO",2022-07-25,holding time exceededsee result laboratory comment,Detection limit by DQCALC,0.004,mg/l as P,NA,NWIS,2022-06-22T20:15:00Z,NA,38.04953056000000,-121.8875500000000
